transaction_id,customer_id,timestamp,amount,merchant_category,location,device_id,transaction_type,account_age_days
TX000080,C0246,2026-01-05T23:11:00,1764.53,travel,City-15,D7418,card,1324
TX000081,C0232,2026-02-05T09:49:00,217.48,cash,City-2,D1,card,782
TX000082,C0014,2026-01-22T00:41:00,367.52,cash,City-4,D2,card,904
TX000083,C0001,2026-02-17T18:07:00,143.45,retail,City-1,D1,card,1526
TX000084,C0120,2026-01-23T22:02:00,450.57,retail,City-0,D0,card,847
TX000085,C0255,2026-03-23T05:28:00,959.78,grocery,City-0,D0,card,1427
TX000086,C0177,2026-02-19T11:16:00,349.15,cash,City-2,D0,card,1736
TX000087,C0056,2026-02-10T11:40:00,249.56,travel,City-1,D2,card,867
TX000088,C0242,2026-03-11T18:37:00,121.27,grocery,City-2,D2,card,1082
TX000089,C0041,2026-01-06T10:13:00,154.78,grocery,City-1,D2,card,1006
TX000090,C0274,2026-01-10T06:31:00,259.14,grocery,City-4,D1,card,192
TX000091,C0020,2026-01-28T03:54:00,357.09,grocery,City-0,D2,card,1927
TX000092,C0190,2026-03-21T20:46:00,325.28,cash,City-0,D1,card,1925
TX000093,C0225,2026-02-01T04:53:00,318.72,cash,City-0,D0,card,791
TX000094,C0070,2026-01-28T12:58:00,131.02,travel,City-0,D1,card,1968
TX000095,C0222,2026-01-03T06:01:00,309.25,grocery,City-2,D0,card,1713
TX000096,C0072,2026-02-01T05:33:00,403.76,cash,City-2,D0,card,33
TX000097,C0084,2026-02-22T15:38:00,39.91,cash,City-4,D0,card,1280
TX000098,C0131,2026-02-23T00:17:00,653.25,travel,City-1,D2,card,533
TX000099,C0244,2026-02-12T07:47:00,207.37,retail,City-4,D1,card,367
TX000100,C0168,2026-01-29T16:55:00,117.08,cash,City-3,D0,card,1565
TX000101,C0153,2026-03-26T10:07:00,357.25,cash,City-3,D0,card,1486
TX000102,C0030,2026-01-06T21:32:00,1178.15,grocery,City-10,D8110,card,645
TX000103,C0014,2026-01-05T14:04:00,186.44,cash,City-4,D2,card,149
TX000104,C0269,2026-03-04T20:05:00,42.34,grocery,City-4,D2,card,806
TX000105,C0069,2026-02-07T23:55:00,2329.71,retail,City-10,D3473,card,994
TX000106,C0008,2026-01-30T23:29:00,62.37,grocery,City-3,D2,card,1687
TX000107,C0158,2026-01-24T10:21:00,106.64,cash,City-3,D2,card,975
TX000108,C0258,2026-03-03T11:50:00,56.73,retail,City-3,D0,card,1862
TX000109,C0144,2026-01-05T08:54:00,247.78,retail,City-4,D0,card,326
TX000110,C0181,2026-01-05T06:19:00,408.05,retail,City-1,D1,card,48
TX000111,C0279,2026-03-05T03:31:00,1162.25,retail,City-11,D3076,card,1192
TX000112,C0206,2026-02-17T03:49:00,1584.21,cash,City-15,D9955,card,1715
TX000113,C0087,2026-01-23T21:12:00,125.53,cash,City-2,D0,card,1218
TX000114,C0272,2026-03-30T14:50:00,29.75,retail,City-2,D2,card,657
TX000115,C0164,2026-03-13T22:18:00,408.99,travel,City-4,D2,card,845
TX000116,C0190,2026-01-29T14:05:00,438.67,travel,City-0,D1,card,712
TX000117,C0115,2026-01-02T17:06:00,194.64,cash,City-0,D1,card,1424
TX000118,C0090,2026-03-08T11:20:00,92.11,retail,City-0,D0,card,1199
TX000119,C0070,2026-01-12T08:13:00,64.48,retail,City-0,D1,card,370
TX000120,C0238,2026-02-15T15:45:00,30.97,cash,City-3,D1,card,62
TX000121,C0166,2026-03-31T09:03:00,337.91,travel,City-1,D1,card,1797
TX000122,C0027,2026-03-21T05:37:00,25.45,retail,City-2,D0,card,568
TX000123,C0216,2026-01-05T13:07:00,93.33,grocery,City-1,D0,card,1337
TX000124,C0293,2026-01-15T01:31:00,1362.33,retail,City-16,D3282,card,1250
TX000125,C0183,2026-03-09T15:35:00,167.54,travel,City-3,D0,card,1079
TX000126,C0217,2026-03-06T14:02:00,67.28,cash,City-2,D1,card,325
TX000127,C0125,2026-01-04T03:58:00,191.97,cash,City-0,D2,card,736
TX000128,C0156,2026-03-11T11:59:00,98.34,cash,City-1,D0,card,1325
TX000129,C0118,2026-02-02T08:50:00,211.5,cash,City-3,D1,card,552
TX000130,C0053,2026-01-31T20:06:00,162.61,grocery,City-3,D2,card,1763
TX000131,C0220,2026-02-07T04:04:00,139.79,travel,City-0,D1,card,204
TX000132,C0222,2026-03-27T11:27:00,326.93,travel,City-2,D0,card,905
TX000133,C0031,2026-03-19T12:11:00,276.37,cash,City-1,D1,card,1020
TX000134,C0029,2026-02-11T00:32:00,642.71,retail,City-4,D2,card,444
TX000135,C0293,2026-03-25T19:32:00,136.86,cash,City-3,D2,card,1268
TX000136,C0118,2026-02-21T10:13:00,781.94,travel,City-3,D1,card,787
TX000137,C0122,2026-02-15T09:14:00,48.15,grocery,City-2,D2,card,163
TX000138,C0059,2026-03-11T04:51:00,77.02,retail,City-4,D2,card,684
TX000139,C0048,2026-01-03T03:09:00,117.51,cash,City-3,D0,card,1462
TX000140,C0073,2026-02-22T13:53:00,109.8,cash,City-3,D1,card,707
TX000141,C0083,2026-02-13T02:21:00,47.89,travel,City-3,D2,card,142
TX000142,C0140,2026-01-01T18:32:00,235.24,grocery,City-0,D2,card,206
TX000143,C0287,2026-03-21T12:36:00,70.47,retail,City-2,D2,card,491
TX000144,C0075,2026-01-28T03:30:00,124.58,cash,City-0,D0,card,1552
TX000145,C0270,2026-02-01T22:27:00,27.76,cash,City-0,D0,card,1189
TX000146,C0021,2026-01-21T00:18:00,276.58,travel,City-1,D0,card,867
TX000147,C0029,2026-02-06T05:31:00,193.25,travel,City-4,D2,card,1056
TX000148,C0049,2026-01-10T14:24:00,67.28,cash,City-4,D1,card,768
TX000149,C0175,2026-03-18T07:28:00,51.9,grocery,City-0,D1,card,1675
TX000150,C0121,2026-01-04T21:13:00,251.44,retail,City-1,D1,card,1218
TX000151,C0282,2026-03-07T09:44:00,102.8,retail,City-2,D0,card,788
TX000152,C0079,2026-02-28T13:30:00,227.42,grocery,City-4,D1,card,151
TX000153,C0134,2026-01-13T01:38:00,384.55,cash,City-4,D2,card,1161
TX000154,C0262,2026-03-06T19:04:00,179.41,retail,City-2,D1,card,686
TX000155,C0073,2026-01-07T16:31:00,76.31,cash,City-3,D1,card,36
TX000156,C0233,2026-02-10T15:22:00,579.69,travel,City-3,D2,card,804
TX000157,C0160,2026-02-02T08:59:00,67.67,retail,City-0,D1,card,389
TX000158,C0285,2026-01-14T04:54:00,380.07,retail,City-0,D0,card,764
TX000159,C0166,2026-03-20T16:31:00,323.14,retail,City-1,D1,card,778
TX000160,C0035,2026-03-24T09:19:00,143.13,travel,City-0,D2,card,171
TX000161,C0139,2026-03-01T10:33:00,47.74,retail,City-4,D1,card,1684
TX000162,C0296,2026-02-03T09:05:00,75.97,grocery,City-1,D2,card,1683
TX000163,C0045,2026-02-20T07:45:00,193.68,retail,City-0,D0,card,1865
TX000164,C0102,2026-01-05T20:50:00,342.15,cash,City-2,D0,card,1285
TX000165,C0238,2026-02-17T19:01:00,33.61,grocery,City-3,D1,card,595
TX000166,C0191,2026-01-26T02:44:00,499.4,grocery,City-16,D2161,card,885
TX000167,C0045,2026-01-14T18:51:00,361.3,cash,City-0,D0,card,1305
TX000168,C0095,2026-01-28T06:15:00,429.66,travel,City-0,D2,card,1326
TX000169,C0179,2026-02-17T07:12:00,376.61,grocery,City-4,D2,card,1124
TX000170,C0053,2026-02-22T12:42:00,324.66,retail,City-3,D2,card,1976
TX000171,C0134,2026-03-09T14:04:00,215.2,travel,City-4,D2,card,369
TX000172,C0090,2026-03-08T03:00:00,184.12,travel,City-0,D0,card,806
TX000173,C0120,2026-02-23T01:28:00,344.6,travel,City-0,D0,card,1458
TX000174,C0272,2026-02-06T05:51:00,43.83,grocery,City-2,D2,card,1402
TX000175,C0122,2026-03-16T10:49:00,56.74,retail,City-2,D2,card,670
TX000176,C0200,2026-01-28T10:52:00,444.84,retail,City-0,D2,card,1778
TX000177,C0097,2026-03-26T13:49:00,46.19,cash,City-2,D1,card,1509
TX000178,C0074,2026-03-20T09:42:00,47.98,grocery,City-4,D2,card,1538
TX000179,C0041,2026-03-24T07:04:00,392.99,cash,City-1,D2,card,1490
TX000180,C0060,2026-03-11T05:14:00,106.76,cash,City-0,D0,card,1177
TX000181,C0183,2026-01-06T18:31:00,143.17,grocery,City-3,D0,card,1444
TX000182,C0292,2026-02-19T00:03:00,296.85,retail,City-2,D1,card,1092
TX000183,C0120,2026-02-02T15:08:00,380.35,grocery,City-0,D0,card,377
TX000184,C0280,2026-03-19T02:17:00,26.88,travel,City-0,D1,card,1418
TX000185,C0146,2026-03-14T19:45:00,105.97,retail,City-1,D2,card,823
TX000186,C0273,2026-03-26T05:56:00,160.46,cash,City-3,D0,card,71
TX000187,C0223,2026-01-10T11:19:00,402.75,grocery,City-3,D1,card,1263
TX000188,C0136,2026-02-27T00:59:00,411.28,grocery,City-1,D1,card,631
TX000189,C0077,2026-01-26T18:38:00,254.96,retail,City-2,D2,card,1325
TX000190,C0244,2026-02-02T22:33:00,188.76,retail,City-4,D1,card,107
TX000191,C0100,2026-01-22T02:34:00,700.76,retail,City-0,D1,card,1408
TX000192,C0232,2026-02-10T13:17:00,349.36,cash,City-2,D1,card,594
TX000193,C0057,2026-02-06T02:20:00,431.38,travel,City-2,D0,card,1759
TX000194,C0279,2026-03-26T11:02:00,384.07,retail,City-4,D0,card,1189
TX000195,C0237,2026-01-21T02:58:00,335.55,travel,City-2,D0,card,921
TX000196,C0033,2026-01-15T00:22:00,219.94,grocery,City-3,D0,card,1027
TX000197,C0165,2026-03-13T16:23:00,234.67,travel,City-0,D0,card,32
TX000198,C0297,2026-01-10T12:53:00,316.07,retail,City-2,D0,card,1376
TX000199,C0218,2026-01-27T17:28:00,651.98,grocery,City-3,D2,card,380
TX000200,C0127,2026-02-01T19:12:00,1300.79,travel,City-16,D9154,card,1647
TX000201,C0280,2026-02-07T11:59:00,80.66,travel,City-0,D1,card,1608
TX000202,C0050,2026-02-14T05:06:00,104.66,travel,City-0,D2,card,1761
TX000203,C0274,2026-01-09T15:33:00,328.38,grocery,City-4,D1,card,163
TX000204,C0153,2026-03-18T23:32:00,830.51,grocery,City-13,D7719,card,1651
TX000205,C0102,2026-01-16T02:52:00,48.52,grocery,City-2,D0,card,1651
TX000206,C0165,2026-02-18T12:06:00,305.58,grocery,City-0,D0,card,807
TX000207,C0163,2026-03-08T09:38:00,39.69,retail,City-3,D1,card,1023
TX000208,C0161,2026-03-09T12:34:00,129.75,grocery,City-1,D2,card,461
TX000209,C0187,2026-01-19T18:05:00,82.43,cash,City-2,D1,card,199
TX000210,C0101,2026-01-16T20:47:00,456.88,retail,City-1,D2,card,815
TX000211,C0209,2026-03-31T03:14:00,166.9,retail,City-4,D2,card,913
TX000212,C0275,2026-02-05T08:42:00,334.91,cash,City-0,D2,card,1749
TX000213,C0136,2026-01-18T07:22:00,326.48,cash,City-1,D1,card,599
TX000214,C0075,2026-03-08T03:00:00,88.6,grocery,City-0,D0,card,1662
TX000215,C0111,2026-03-25T18:52:00,1027.92,travel,City-12,D3341,card,598
TX000216,C0125,2026-02-01T08:49:00,102.33,travel,City-0,D2,card,340
TX000217,C0115,2026-01-15T14:58:00,417.78,grocery,City-0,D1,card,917
TX000218,C0169,2026-02-02T14:37:00,508.31,retail,City-4,D1,card,48
TX000219,C0063,2026-03-12T00:50:00,367.61,retail,City-3,D0,card,1684
TX000220,C0267,2026-03-17T15:25:00,129.99,cash,City-2,D0,card,965
TX000221,C0017,2026-02-11T18:01:00,118.23,retail,City-2,D2,card,623
TX000222,C0203,2026-02-07T07:51:00,49.04,retail,City-3,D2,card,236
TX000223,C0126,2026-02-28T15:20:00,142.0,cash,City-1,D0,card,385
TX000224,C0096,2026-02-17T06:20:00,108.16,grocery,City-1,D0,card,704
TX000225,C0079,2026-03-14T02:25:00,255.95,cash,City-4,D1,card,93
TX000226,C0278,2026-01-05T13:51:00,189.94,retail,City-3,D2,card,935
TX000227,C0185,2026-03-28T15:16:00,495.79,cash,City-0,D2,card,233
TX000228,C0245,2026-02-09T20:01:00,498.32,retail,City-0,D2,card,443
TX000229,C0120,2026-01-08T18:34:00,188.26,travel,City-0,D0,card,1834
TX000230,C0241,2026-01-30T08:13:00,195.37,grocery,City-1,D1,card,1075
TX000231,C0148,2026-03-14T11:25:00,197.12,grocery,City-3,D1,card,1595
TX000232,C0175,2026-01-20T12:24:00,54.09,retail,City-0,D1,card,1964
TX000233,C0030,2026-02-21T23:11:00,193.91,grocery,City-0,D0,card,1343
TX000234,C0122,2026-02-04T02:44:00,58.43,cash,City-2,D2,card,1610
TX000235,C0279,2026-01-25T09:12:00,170.62,grocery,City-4,D0,card,1939
TX000236,C0170,2026-02-01T12:55:00,153.61,travel,City-0,D2,card,758
TX000237,C0096,2026-02-17T21:25:00,157.92,retail,City-1,D0,card,632
TX000238,C0049,2026-03-19T16:38:00,80.88,retail,City-4,D1,card,1567
TX000239,C0168,2026-02-17T08:33:00,136.64,cash,City-3,D0,card,1942
TX000240,C0278,2026-03-31T07:26:00,461.24,retail,City-3,D2,card,1323
TX000241,C0283,2026-03-24T22:03:00,140.18,travel,City-3,D1,card,1958
TX000242,C0001,2026-02-20T02:21:00,5895.18,travel,City-3,D8668,card,501
TX000243,C0148,2026-02-21T02:28:00,194.82,cash,City-3,D1,card,1874
TX000244,C0099,2026-03-18T13:55:00,950.2,travel,City-4,D0,card,144
TX000245,C0081,2026-01-14T11:28:00,148.54,grocery,City-1,D0,card,453
TX000246,C0160,2026-03-13T06:26:00,32.19,cash,City-0,D1,card,1707
TX000247,C0056,2026-02-22T03:57:00,201.89,grocery,City-1,D2,card,261
TX000248,C0030,2026-01-23T00:01:00,427.18,travel,City-0,D0,card,1287
TX000249,C0294,2026-03-26T03:29:00,594.48,grocery,City-4,D0,card,281
TX000250,C0125,2026-01-20T21:49:00,301.97,cash,City-0,D2,card,165
TX000251,C0085,2026-01-06T22:41:00,134.28,retail,City-0,D1,card,1881
TX000252,C0156,2026-02-22T04:15:00,222.91,retail,City-1,D0,card,1264
TX000253,C0200,2026-01-13T06:33:00,156.67,retail,City-0,D2,card,1174
TX000254,C0138,2026-02-10T06:14:00,155.82,retail,City-3,D0,card,1161
TX000255,C0056,2026-02-16T02:01:00,121.51,cash,City-1,D2,card,421
TX000256,C0121,2026-01-23T01:33:00,620.38,retail,City-1,D1,card,1177
TX000257,C0195,2026-02-02T09:12:00,83.77,grocery,City-0,D0,card,293
TX000258,C0129,2026-03-31T10:03:00,1742.29,travel,City-1,D2830,card,1420
TX000259,C0163,2026-01-28T03:48:00,34.83,grocery,City-3,D1,card,1873
TX000260,C0228,2026-03-17T08:56:00,363.58,retail,City-3,D0,card,1674
TX000261,C0281,2026-01-15T00:26:00,74.07,cash,City-1,D2,card,1147
TX000262,C0212,2026-02-05T18:01:00,150.91,retail,City-2,D2,card,1938
TX000263,C0086,2026-01-28T23:00:00,350.58,retail,City-1,D2,card,1929
TX000264,C0059,2026-01-09T11:39:00,104.64,travel,City-4,D2,card,1665
TX000265,C0038,2026-03-29T19:56:00,53.46,travel,City-3,D2,card,280
TX000266,C0276,2026-03-13T14:54:00,156.22,cash,City-1,D0,card,1800
TX000267,C0064,2026-03-29T11:05:00,72.39,grocery,City-4,D1,card,929
TX000268,C0258,2026-02-04T18:29:00,52.12,retail,City-3,D0,card,206
TX000269,C0217,2026-01-07T23:15:00,47.29,retail,City-2,D1,card,1863
TX000270,C0250,2026-03-19T10:22:00,3649.57,retail,City-16,D2968,card,785
TX000271,C0154,2026-01-04T15:47:00,34.85,retail,City-4,D1,card,1139
TX000272,C0014,2026-01-14T08:33:00,153.32,retail,City-4,D2,card,322
TX000273,C0170,2026-03-01T09:47:00,179.8,travel,City-0,D2,card,1598
TX000274,C0060,2026-02-28T16:05:00,751.83,cash,City-0,D0,card,1260
TX000275,C0284,2026-02-12T11:23:00,163.02,retail,City-4,D2,card,832
TX000276,C0131,2026-01-30T07:15:00,376.64,cash,City-1,D2,card,273
TX000277,C0162,2026-01-17T16:53:00,209.15,travel,City-2,D0,card,373
TX000278,C0201,2026-03-11T02:04:00,589.46,travel,City-1,D0,card,1808
TX000279,C0050,2026-03-15T23:52:00,65.81,retail,City-0,D2,card,1190
TX000280,C0149,2026-03-26T07:22:00,31.88,grocery,City-4,D2,card,575
TX000281,C0298,2026-03-24T22:55:00,525.44,grocery,City-3,D1,card,1947
TX000282,C0020,2026-03-06T18:30:00,590.92,travel,City-0,D2,card,1234
TX000283,C0015,2026-02-14T11:51:00,218.07,cash,City-0,D0,card,587
TX000284,C0142,2026-02-28T08:04:00,5686.04,cash,City-9,D5104,card,1286
TX000285,C0057,2026-03-19T01:27:00,532.1,grocery,City-2,D0,card,1335
TX000286,C0233,2026-03-02T11:12:00,169.24,travel,City-3,D2,card,867
TX000287,C0188,2026-03-15T02:11:00,170.99,grocery,City-3,D2,card,935
TX000288,C0159,2026-01-20T09:28:00,329.06,grocery,City-4,D0,card,421
TX000289,C0112,2026-02-26T09:56:00,128.24,travel,City-2,D1,card,566
TX000290,C0168,2026-01-10T23:09:00,120.72,grocery,City-3,D0,card,419
TX000291,C0118,2026-01-27T05:16:00,196.93,travel,City-3,D1,card,1528
TX000292,C0050,2026-03-05T17:37:00,148.41,cash,City-0,D2,card,972
TX000293,C0240,2026-01-14T06:26:00,254.65,grocery,City-0,D0,card,280
TX000294,C0212,2026-02-19T12:31:00,85.22,grocery,City-2,D2,card,977
TX000295,C0072,2026-03-12T09:34:00,475.33,retail,City-2,D0,card,913
TX000296,C0131,2026-03-15T20:24:00,675.19,retail,City-1,D2,card,377
TX000297,C0069,2026-02-12T01:45:00,73.13,cash,City-4,D0,card,1511
TX000298,C0052,2026-01-29T05:54:00,330.03,retail,City-2,D1,card,894
TX000299,C0210,2026-01-28T06:24:00,133.84,travel,City-0,D0,card,1533
TX000300,C0017,2026-03-25T16:48:00,42.46,retail,City-2,D2,card,1738
TX000301,C0187,2026-03-31T21:28:00,54.38,cash,City-2,D1,card,1819
TX000302,C0151,2026-03-13T05:32:00,619.17,travel,City-1,D1,card,61
TX000303,C0174,2026-02-12T22:45:00,111.35,grocery,City-4,D0,card,1149
TX000304,C0229,2026-02-19T16:40:00,159.79,travel,City-4,D1,card,473
TX000305,C0059,2026-03-13T08:53:00,44.71,travel,City-4,D2,card,1749
TX000306,C0035,2026-03-22T02:10:00,106.86,travel,City-0,D2,card,558
TX000307,C0246,2026-02-24T13:36:00,112.71,cash,City-1,D0,card,1127
TX000308,C0184,2026-01-27T16:00:00,155.37,travel,City-4,D1,card,144
TX000309,C0188,2026-03-27T10:28:00,164.24,retail,City-3,D2,card,1372
TX000310,C0201,2026-01-18T06:32:00,560.48,cash,City-1,D0,card,551
TX000311,C0276,2026-03-24T04:41:00,99.89,cash,City-1,D0,card,1634
TX000312,C0126,2026-01-22T04:09:00,88.09,travel,City-1,D0,card,551
TX000313,C0001,2026-02-08T16:42:00,191.74,cash,City-1,D1,card,1558
TX000314,C0182,2026-03-11T11:11:00,114.16,cash,City-2,D2,card,449
TX000315,C0202,2026-01-01T09:18:00,78.56,cash,City-2,D1,card,106
TX000316,C0062,2026-01-19T17:16:00,303.54,cash,City-2,D2,card,205
TX000317,C0042,2026-02-05T13:42:00,100.14,retail,City-2,D0,card,402
TX000318,C0051,2026-01-18T14:16:00,14.88,travel,City-1,D0,card,1727
TX000319,C0157,2026-02-27T19:15:00,322.77,retail,City-2,D1,card,841
TX000320,C0195,2026-02-06T07:14:00,187.59,cash,City-0,D0,card,1467
TX000321,C0026,2026-03-09T21:52:00,353.35,retail,City-1,D2,card,425
TX000322,C0052,2026-01-17T16:24:00,402.32,retail,City-2,D1,card,1598
TX000323,C0063,2026-03-23T16:25:00,355.06,travel,City-3,D0,card,570
TX000324,C0035,2026-01-23T22:12:00,70.79,travel,City-0,D2,card,822
TX000325,C0278,2026-01-21T05:19:00,408.56,grocery,City-3,D2,card,99
TX000326,C0025,2026-01-15T13:47:00,138.06,retail,City-0,D1,card,445
TX000327,C0117,2026-03-24T13:34:00,102.65,retail,City-2,D0,card,478
TX000328,C0156,2026-01-05T13:09:00,75.35,retail,City-1,D0,card,1249
TX000329,C0161,2026-03-10T09:31:00,418.57,retail,City-1,D2,card,1878
TX000330,C0031,2026-03-07T13:17:00,389.26,retail,City-1,D1,card,1069
TX000331,C0295,2026-03-09T00:42:00,122.66,grocery,City-0,D1,card,262
TX000332,C0296,2026-01-22T10:48:00,371.85,travel,City-1,D2,card,1177
TX000333,C0257,2026-02-05T13:25:00,51.33,cash,City-2,D2,card,516
TX000334,C0232,2026-03-08T06:53:00,348.24,cash,City-2,D1,card,401
TX000335,C0101,2026-03-13T13:42:00,403.09,cash,City-1,D2,card,1838
TX000336,C0047,2026-03-30T13:50:00,127.11,travel,City-2,D2,card,963
TX000337,C0021,2026-03-30T19:07:00,174.7,travel,City-1,D0,card,1754
TX000338,C0029,2026-01-26T13:33:00,270.07,travel,City-4,D2,card,1960
TX000339,C0144,2026-03-21T12:25:00,182.85,retail,City-4,D0,card,693
